Area,BHK,Furnishing,Parking,Price,Status,Transaction,Type
1000.0,2,Semi-Furnished,1.0,7500000,Ready_to_move,Resale,Apartment
540.0,2,Semi-Furnished,1.0,2650000,Ready_to_move,New_Property,Builder_Floor
1250.0,3,Semi-Furnished,1.0,24000000,Ready_to_move,Resale,Builder_Floor
35.0,3,Semi-Furnished,2.0,4950000,Ready_to_move,Resale,Apartment
2250.0,4,Semi-Furnished,2.0,33700000,Ready_to_move,Resale,Builder_Floor
1075.0,2,Semi-Furnished,2.0,12000000,Ready_to_move,New_Property,Apartment
1320.0,3,Unfurnished,2.0,15600000,Ready_to_move,Resale,Apartment
750.0,2,Semi-Furnished,1.0,16500000,Ready_to_move,New_Property,Builder_Floor
1700.0,3,Semi-Furnished,1.0,17200000,Ready_to_move,Resale,Apartment
1440.0,3,Unfurnished,1.0,19000000,Ready_to_move,Resale,Apartment
1700.0,4,Semi-Furnished,2.0,29500000,Ready_to_move,Resale,Builder_Floor
1300.0,4,Semi-Furnished,1.0,15000000,Ready_to_move,New_Property,Builder_Floor
1200.0,2,Furnished,1.0,27500000,Ready_to_move,Resale,Builder_Floor
1700.0,3,Semi-Furnished,1.0,8500000,Ready_to_move,New_Property,Apartment
450.0,2,Semi-Furnished,1.0,1700000,Ready_to_move,Resale,Apartment
1200.0,3,Semi-Furnished,1.0,16500000,Ready_to_move,Resale,Builder_Floor
650.0,2,Semi-Furnished,1.0,4000000,Ready_to_move,New_Property,Apartment
675.0,2,Semi-Furnished,1.0,2800000,Ready_to_move,New_Property,Builder_Floor
405.0,1,Unfurnished,1.0,2500000,Ready_to_move,Resale,Apartment
720.0,4,Furnished,2.0,9000000,Ready_to_move,Resale,Builder_Floor
810.0,3,Semi-Furnished,1.0,6000000,Ready_to_move,Resale,Builder_Floor
360.0,1,Semi-Furnished,1.0,1500000,Ready_to_move,Resale,Builder_Floor
2200.0,4,Semi-Furnished,2.0,65000000,Ready_to_move,New_Property,Builder_Floor
2070.0,3,Semi-Furnished,2.0,37500000,Ready_to_move,New_Property,Builder_Floor
975.0,3,Semi-Furnished,1.0,12000000,Ready_to_move,Resale,Apartment
900.0,2,Unfurnished,1.0,11000000,Ready_to_move,Resale,Apartment
900.0,3,Semi-Furnished,1.0,5900000,Almost_ready,New_Property,Builder_Floor
1750.0,3,Semi-Furnished,1.0,6500000,Ready_to_move,New_Property,Builder_Floor
2500.0,4,Unfurnished,1.0,62500000,Ready_to_move,New_Property,Builder_Floor
904.1676,2,Furnished,1.0,21500000,Ready_to_move,New_Property,Apartment
3000.0,4,Unfurnished,2.0,67000000,Ready_to_move,New_Property,Builder_Floor
1250.0,3,Semi-Furnished,2.0,16000000,Ready_to_move,Resale,Apartment
450.0,1,Furnished,1.0,1700000,Ready_to_move,Resale,Apartment
1200.0,2,Unfurnished,1.0,16000000,Ready_to_move,Resale,Apartment
140.0,3,Unfurnished,1.0,12000000,Ready_to_move,New_Property,Builder_Floor
900.0,2,Semi-Furnished,1.0,6200000,Ready_to_move,New_Property,Builder_Floor
1000.0,3,Semi-Furnished,1.0,5510000,Almost_ready,New_Property,Builder_Floor
2306.0,3,Unfurnished,1.0,57000000,Almost_ready,New_Property,Apartment
855.0,3,Semi-Furnished,1.0,6500000,Ready_to_move,Resale,Builder_Floor
950.0,3,Furnished,1.0,4370000,Ready_to_move,New_Property,Apartment
1600.0,3,Semi-Furnished,1.0,15600000,Ready_to_move,Resale,Apartment
1800.0,3,Unfurnished,1.0,28500000,Ready_to_move,New_Property,Builder_Floor
1600.0,4,Furnished,1.0,19500000,Ready_to_move,Resale,Apartment
1305.0,4,Unfurnished,1.0,5500000,Almost_ready,New_Property,Builder_Floor
1700.0,3,Semi-Furnished,1.0,36500000,Ready_to_move,Resale,Apartment
900.0,2,Unfurnished,2.0,6300000,Ready_to_move,Resale,Builder_Floor
452.0838,2,Furnished,1.0,3000000,Ready_to_move,Resale,Apartment
540.0,2,Semi-Furnished,1.0,2500000,Ready_to_move,New_Property,Builder_Floor
459.0,2,Semi-Furnished,1.0,2200000,Ready_to_move,Resale,Builder_Floor
700.0,2,Semi-Furnished,1.0,2400000,Ready_to_move,New_Property,Builder_Floor
1150.0,3,Semi-Furnished,1.0,12000000,Ready_to_move,Resale,Apartment
22050.0,4,Semi-Furnished,2.0,51000000,Almost_ready,New_Property,Builder_Floor
1500.0,3,Furnished,2.0,13600000,Ready_to_move,Resale,Apartment
1500.0,5,Furnished,1.0,30000000,Ready_to_move,Resale,Builder_Floor
270.0,1,Semi-Furnished,1.0,2300000,Ready_to_move,Resale,Builder_Floor
800.0,3,Semi-Furnished,1.0,6500000,Ready_to_move,New_Property,Builder_Floor
450.0,1,Unfurnished,1.0,2700000,Ready_to_move,Resale,Builder_Floor
1070.0,3,Furnished,1.0,6800000,Ready_to_move,Resale,Apartment
1184.0,2,Semi-Furnished,1.0,17000000,Ready_to_move,Resale,Apartment
990.0,2,Unfurnished,1.0,11500000,Ready_to_move,Resale,Builder_Floor
1650.0,3,Semi-Furnished,1.0,22500000,Ready_to_move,Resale,Builder_Floor
405.0,1,Unfurnished,1.0,1200000,Ready_to_move,Resale,Builder_Floor
2170.0,4,Unfurnished,2.0,22000000,Ready_to_move,New_Property,Builder_Floor
1200.0,3,Semi-Furnished,1.0,20000000,Ready_to_move,Resale,Apartment
750.0,2,Semi-Furnished,2.0,11500000,Ready_to_move,New_Property,Builder_Floor
450.0,1,Semi-Furnished,1.0,2500000,Ready_to_move,New_Property,Builder_Floor
58.0,2,Unfurnished,1.0,3800000,Ready_to_move,Resale,Apartment
900.0,1,Semi-Furnished,,8900000,Ready_to_move,Resale,Builder_Floor
1800.0,3,Semi-Furnished,2.0,47000000,Ready_to_move,New_Property,Builder_Floor
750.0,2,Semi-Furnished,1.0,5000000,Ready_to_move,New_Property,Apartment
950.0,2,Furnished,2.0,12900000,Ready_to_move,Resale,Apartment
550.0,2,Semi-Furnished,1.0,2600000,Ready_to_move,New_Property,Builder_Floor
3500.0,4,Unfurnished,2.0,90000000,Ready_to_move,Resale,Builder_Floor
1550.0,3,Furnished,2.0,14200000,Ready_to_move,Resale,Apartment
1800.0,3,Semi-Furnished,2.0,35000000,Almost_ready,New_Property,Builder_Floor
750.0,2,Semi-Furnished,,9200000,Ready_to_move,Resale,Builder_Floor
1500.0,4,Furnished,2.0,17800000,Ready_to_move,Resale,Apartment
1150.0,2,Semi-Furnished,1.0,7300000,Ready_to_move,Resale,Apartment
1250.0,3,Semi-Furnished,1.0,25500000,Almost_ready,New_Property,Builder_Floor
365.0,1,Unfurnished,39.0,3500000,Ready_to_move,Resale,Apartment
850.0,2,Semi-Furnished,1.0,2940000,Almost_ready,New_Property,Apartment
1000.0,2,Furnished,2.0,13000000,Ready_to_move,Resale,Apartment
2000.0,4,Semi-Furnished,1.0,39700000,Almost_ready,New_Property,Apartment
5025.0,5,Unfurnished,4.0,170000000,Almost_ready,New_Property,Builder_Floor
900.0,3,Semi-Furnished,1.0,7000000,Ready_to_move,New_Property,Builder_Floor
900.0,2,Semi-Furnished,1.0,6500000,Ready_to_move,Resale,Apartment
70.0,2,Furnished,1.0,8200000,Ready_to_move,New_Property,Builder_Floor
2400.0,6,Furnished,1.0,6000000,Ready_to_move,Resale,Builder_Floor
28.0,2,Furnished,1.0,5000000,Ready_to_move,New_Property,Apartment
450.0,2,Unfurnished,,6000000,Ready_to_move,Resale,Apartment
1500.0,3,Semi-Furnished,1.0,12000000,Ready_to_move,New_Property,Apartment
173.0,2,Unfurnished,1.0,3500000,Ready_to_move,Resale,Builder_Floor
430.0,1,Unfurnished,1.0,1850000,Ready_to_move,New_Property,Builder_Floor
1360.0,4,Semi-Furnished,1.0,13500000,Ready_to_move,New_Property,Builder_Floor
950.0,3,Semi-Furnished,2.0,6990000,Almost_ready,New_Property,Builder_Floor
1200.0,2,Semi-Furnished,1.0,13000000,Ready_to_move,Resale,Apartment
720.0,3,Semi-Furnished,1.0,6000000,Ready_to_move,New_Property,Builder_Floor
1800.0,4,Furnished,,35000000,Ready_to_move,Resale,Builder_Floor
530.0,4,Semi-Furnished,1.0,6800000,Ready_to_move,Resale,Apartment
6000.0,5,Semi-Furnished,3.0,180000000,Ready_to_move,New_Property,Apartment
1050.0,3,Unfurnished,1.0,3700000,Ready_to_move,New_Property,Apartment
1700.0,4,Unfurnished,1.0,20500000,Ready_to_move,Resale,Apartment
1429.0,3,Unfurnished,2.0,17500000,Ready_to_move,Resale,Apartment
972.0,2,Semi-Furnished,1.0,17000000,Ready_to_move,Resale,Apartment
1750.0,3,Furnished,1.0,14900000,Ready_to_move,Resale,Apartment
22050.0,4,Semi-Furnished,2.0,51000000,Almost_ready,New_Property,Builder_Floor
850.0,2,Semi-Furnished,1.0,1900000,Ready_to_move,New_Property,Apartment
729.0,3,Furnished,1.0,2600000,Ready_to_move,Resale,Builder_Floor
900.0,2,Furnished,2.0,11000000,Ready_to_move,Resale,Builder_Floor
945.0,3,Semi-Furnished,1.0,5500000,Ready_to_move,Resale,Apartment
900.0,3,Semi-Furnished,1.0,4800000,Ready_to_move,Resale,Apartment
1775.0,3,Semi-Furnished,1.0,25500000,Almost_ready,New_Property,Apartment
980.0,3,Semi-Furnished,1.0,7300000,Ready_to_move,New_Property,Apartment
1280.0,2,Furnished,1.0,12500000,Ready_to_move,Resale,Builder_Floor
1800.0,3,Semi-Furnished,2.0,22500000,Ready_to_move,Resale,Apartment
1000.0,2,Furnished,1.0,20000000,Ready_to_move,Resale,Apartment
1080.0,3,Unfurnished,1.0,7000000,Ready_to_move,New_Property,Apartment
2475.0,4,Semi-Furnished,1.0,31000000,Ready_to_move,Resale,Builder_Floor
1300.0,2,Semi-Furnished,1.0,15000000,Ready_to_move,Resale,Apartment
1260.0,3,Semi-Furnished,1.0,25000000,Ready_to_move,Resale,Apartment
6500.0,4,Unfurnished,3.0,190000000,Ready_to_move,New_Property,Builder_Floor
1000.0,3,Unfurnished,1.0,4620000,Ready_to_move,New_Property,Apartment
550.0,1,Furnished,1.0,7500000,Ready_to_move,Resale,Apartment
914.9315,2,Semi-Furnished,1.0,12000000,Ready_to_move,Resale,Builder_Floor
1800.0,4,Semi-Furnished,1.0,21500000,Ready_to_move,Resale,Apartment
195.0,3,Semi-Furnished,1.0,28000000,Almost_ready,New_Property,Builder_Floor
500.0,1,Unfurnished,2.0,2300000,Ready_to_move,Resale,Apartment
990.0,3,Unfurnished,2.0,25000000,Ready_to_move,Resale,Apartment
900.0,3,Semi-Furnished,1.0,7000000,Ready_to_move,Resale,Builder_Floor
400.0,1,Unfurnished,1.0,3600000,Ready_to_move,Resale,Builder_Floor
1400.0,3,Semi-Furnished,2.0,19000000,Ready_to_move,Resale,Apartment
540.0,2,Unfurnished,1.0,3500000,Ready_to_move,Resale,Builder_Floor
1400.0,3,Furnished,1.0,19000000,Ready_to_move,Resale,Apartment
1600.0,4,Unfurnished,2.0,23500000,Ready_to_move,Resale,Apartment
1400.0,3,Semi-Furnished,2.0,50000000,Ready_to_move,New_Property,Builder_Floor
1100.0,3,Semi-Furnished,1.0,7500000,Ready_to_move,New_Property,Builder_Floor
1800.0,4,Semi-Furnished,2.0,55000000,Ready_to_move,Resale,Builder_Floor
1782.0,3,Semi-Furnished,1.0,15000000,Ready_to_move,Resale,Apartment
500.0,2,Semi-Furnished,1.0,3200000,Ready_to_move,New_Property,Builder_Floor
445.0,1,Unfurnished,1.0,1500000,Ready_to_move,Resale,Apartment
2300.0,4,Semi-Furnished,1.0,20000000,Ready_to_move,New_Property,Builder_Floor
1150.0,3,Semi-Furnished,1.0,25000000,Ready_to_move,Resale,Apartment
1500.0,3,Semi-Furnished,2.0,22500000,Ready_to_move,Resale,Builder_Floor
1500.0,3,Semi-Furnished,2.0,21000000,Ready_to_move,Resale,Apartment
850.0,2,Unfurnished,2.0,8500000,Ready_to_move,Resale,Builder_Floor
50.0,1,Unfurnished,1.0,1500000,Ready_to_move,Resale,Builder_Floor
880.0,3,Unfurnished,1.0,11000000,Ready_to_move,Resale,Builder_Floor
850.0,2,Semi-Furnished,2.0,1900000,Ready_to_move,New_Property,Apartment
3500.0,5,Semi-Furnished,1.0,70000000,Ready_to_move,New_Property,Builder_Floor
1485.0,3,Unfurnished,1.0,30000000,Ready_to_move,Resale,Apartment
900.0,2,Semi-Furnished,3.0,20000000,Ready_to_move,Resale,Builder_Floor
1000.0,3,Furnished,1.0,9200000,Ready_to_move,Resale,Apartment
1250.0,3,Semi-Furnished,2.0,20000000,Ready_to_move,New_Property,Apartment
720.0,3,Semi-Furnished,2.0,5500000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Semi-Furnished,1.0,11000000,Ready_to_move,Resale,Apartment
1400.0,4,Furnished,2.0,17400000,Ready_to_move,Resale,Apartment
700.0,2,Semi-Furnished,1.0,9000000,Ready_to_move,Resale,Apartment
1600.0,3,Semi-Furnished,1.0,17000000,Ready_to_move,Resale,Apartment
700.0,2,Unfurnished,,16500000,Ready_to_move,Resale,Apartment
500.0,2,Semi-Furnished,1.0,3200000,Ready_to_move,Resale,Apartment
1800.0,3,Semi-Furnished,2.0,23000000,Ready_to_move,Resale,Apartment
1700.0,3,Unfurnished,2.0,8000000,Ready_to_move,Resale,Builder_Floor
1700.0,3,Unfurnished,2.0,34000000,Ready_to_move,Resale,Apartment
1550.0,4,Furnished,2.0,16200000,Ready_to_move,Resale,Apartment
1512.0,2,Unfurnished,1.0,30000000,Almost_ready,New_Property,Apartment
1600.0,3,Unfurnished,1.0,23000000,Ready_to_move,Resale,Apartment
540.0,2,Semi-Furnished,1.0,3300000,Ready_to_move,New_Property,Apartment
2552.0,4,Furnished,3.0,42500000,Ready_to_move,New_Property,Apartment
675.0,2,Unfurnished,1.0,3100000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Semi-Furnished,2.0,14000000,Ready_to_move,Resale,Apartment
4688.0,5,Unfurnished,1.0,135000000,Almost_ready,New_Property,Apartment
900.0,4,Furnished,1.0,6600000,Ready_to_move,Resale,Builder_Floor
450.0,2,Unfurnished,1.0,2900000,Ready_to_move,Resale,Builder_Floor
1850.0,3,Semi-Furnished,1.0,24000000,Ready_to_move,Resale,Apartment
1000.0,3,Semi-Furnished,2.0,8600000,Ready_to_move,New_Property,Apartment
1300.0,3,Semi-Furnished,2.0,11500000,Ready_to_move,Resale,Apartment
1200.0,3,Semi-Furnished,1.0,15500000,Ready_to_move,Resale,Apartment
976.0,2,Furnished,2.0,24900000,Almost_ready,New_Property,Apartment
1100.0,3,Semi-Furnished,1.0,16000000,Ready_to_move,Resale,Apartment
1700.0,3,Semi-Furnished,1.0,27500000,Ready_to_move,Resale,Builder_Floor
810.0,3,Semi-Furnished,1.0,5400000,Ready_to_move,Resale,Builder_Floor
1710.0,3,Unfurnished,1.0,22000000,Ready_to_move,Resale,Builder_Floor
1818.0,3,Unfurnished,1.0,22000000,Ready_to_move,Resale,Builder_Floor
1525.0,3,Semi-Furnished,1.0,14200000,Ready_to_move,Resale,Apartment
650.0,3,Unfurnished,3.0,4200000,Ready_to_move,Resale,Builder_Floor
2000.0,3,Unfurnished,2.0,37500000,Ready_to_move,Resale,Apartment
1350.0,3,Semi-Furnished,1.0,8500000,Ready_to_move,Resale,Apartment
2306.0,3,Unfurnished,1.0,57000000,Almost_ready,New_Property,Apartment
1450.0,3,Semi-Furnished,1.0,11600000,Ready_to_move,Resale,Apartment
1460.0,3,Unfurnished,1.0,12000000,Ready_to_move,Resale,Apartment
1200.0,3,Semi-Furnished,1.0,12500000,Ready_to_move,Resale,Apartment
870.0,3,Semi-Furnished,1.0,7700000,Ready_to_move,New_Property,Builder_Floor
540.0,2,Semi-Furnished,1.0,2600000,Ready_to_move,New_Property,Builder_Floor
1291.668,3,Unfurnished,1.0,23500000,Ready_to_move,Resale,Apartment
990.0,3,Furnished,1.0,28000000,Ready_to_move,Resale,Apartment
1260.0,3,Semi-Furnished,1.0,21000000,Ready_to_move,Resale,Builder_Floor
666.0,1,Furnished,1.0,3500000,Ready_to_move,Resale,Builder_Floor
585.0,2,Unfurnished,1.0,3200000,Ready_to_move,Resale,Builder_Floor
1100.0,3,Unfurnished,1.0,25000000,Ready_to_move,Resale,Builder_Floor
4500.0,4,Semi-Furnished,2.0,55000000,Ready_to_move,Resale,Builder_Floor
425.0,1,Unfurnished,1.0,2200000,Ready_to_move,Resale,Apartment
2000.0,3,Semi-Furnished,1.0,37500000,Ready_to_move,Resale,Apartment
980.0,2,Semi-Furnished,2.0,13800000,Ready_to_move,Resale,Apartment
1450.0,3,Semi-Furnished,1.0,34000000,Almost_ready,New_Property,Builder_Floor
900.0,3,Semi-Furnished,2.0,6600000,Ready_to_move,Resale,Apartment
1250.0,2,Semi-Furnished,1.0,29000000,Ready_to_move,Resale,Apartment
700.0,2,Unfurnished,,16500000,Ready_to_move,Resale,Apartment
1100.0,2,Semi-Furnished,2.0,13500000,Ready_to_move,Resale,Apartment
2600.0,4,Semi-Furnished,3.0,62500000,Ready_to_move,New_Property,Builder_Floor
500.0,2,Semi-Furnished,1.0,2000000,Ready_to_move,Resale,Builder_Floor
1100.0,2,Unfurnished,1.0,7200000,Ready_to_move,Resale,Apartment
3500.0,4,Semi-Furnished,2.0,58000000,Ready_to_move,New_Property,Builder_Floor
460.0,2,Unfurnished,2.0,3300000,Ready_to_move,Resale,Builder_Floor
1125.0,2,Unfurnished,1.0,5000000,Ready_to_move,Resale,Builder_Floor
1600.0,4,Furnished,1.0,20000000,Ready_to_move,Resale,Apartment
660.0,2,Semi-Furnished,1.0,4700000,Ready_to_move,New_Property,Builder_Floor
1500.0,3,Semi-Furnished,1.0,16000000,Ready_to_move,Resale,Apartment
850.0,2,Furnished,1.0,4500000,Ready_to_move,Resale,Builder_Floor
1600.0,3,Unfurnished,1.0,10800000,Ready_to_move,Resale,Builder_Floor
405.0,1,Semi-Furnished,1.0,4500000,Ready_to_move,Resale,Apartment
1300.0,2,Semi-Furnished,2.0,15500000,Ready_to_move,Resale,Apartment
495.0,2,Unfurnished,1.0,1750000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Unfurnished,1.0,8500000,Ready_to_move,New_Property,Apartment
2700.0,4,Semi-Furnished,1.0,60000000,Ready_to_move,New_Property,Builder_Floor
1030.0,3,Furnished,1.0,6200000,Ready_to_move,New_Property,Builder_Floor
1700.0,3,Semi-Furnished,2.0,47500000,Ready_to_move,New_Property,Builder_Floor
1350.0,3,Unfurnished,1.0,41500000,Ready_to_move,New_Property,Builder_Floor
1100.0,2,Semi-Furnished,1.0,2800000,Ready_to_move,Resale,Builder_Floor
2210.0,4,Semi-Furnished,1.0,41000000,Ready_to_move,Resale,Builder_Floor
450.0,1,Unfurnished,1.0,2000000,Ready_to_move,New_Property,Builder_Floor
430.556,1,Furnished,2.0,5300000,Ready_to_move,Resale,Apartment
675.0,4,Furnished,2.0,16000000,Ready_to_move,Resale,Builder_Floor
950.0,2,Furnished,2.0,12700000,Ready_to_move,Resale,Apartment
4118.0,4,Unfurnished,3.0,55000000,Ready_to_move,New_Property,Builder_Floor
1200.0,2,Unfurnished,1.0,14300000,Ready_to_move,Resale,Apartment
1100.0,3,Semi-Furnished,2.0,13100000,Ready_to_move,Resale,Apartment
2800.0,4,Semi-Furnished,2.0,42500000,Ready_to_move,Resale,Apartment
504.0,2,Furnished,1.0,2700000,Ready_to_move,Resale,Builder_Floor
900.0,3,Furnished,2.0,10400000,Ready_to_move,Resale,Builder_Floor
820.0,3,Semi-Furnished,1.0,5200000,Ready_to_move,Resale,Builder_Floor
540.0,2,Semi-Furnished,1.0,3000000,Ready_to_move,New_Property,Apartment
2200.0,4,Semi-Furnished,1.0,23000000,Ready_to_move,New_Property,Builder_Floor
2518.7526,4,Unfurnished,2.0,68900000,Almost_ready,New_Property,Apartment
1800.0,3,Semi-Furnished,2.0,43500000,Ready_to_move,New_Property,Builder_Floor
1260.0,3,Semi-Furnished,2.0,21000000,Ready_to_move,Resale,Builder_Floor
350.0,1,Unfurnished,1.0,1490000,Ready_to_move,New_Property,Apartment
1700.0,3,Semi-Furnished,1.0,17200000,Ready_to_move,Resale,Apartment
976.0,2,Unfurnished,2.0,24900000,Almost_ready,New_Property,Apartment
1200.0,3,Unfurnished,1.0,25000000,Ready_to_move,New_Property,Builder_Floor
1400.0,3,Semi-Furnished,2.0,26000000,Ready_to_move,Resale,Builder_Floor
1050.0,2,Unfurnished,1.0,10500000,Ready_to_move,Resale,Apartment
1800.0,3,Semi-Furnished,2.0,27000000,Ready_to_move,Resale,Builder_Floor
1290.0,3,Semi-Furnished,2.0,20000000,Ready_to_move,Resale,Builder_Floor
100.0,3,Furnished,1.0,4300000,Ready_to_move,New_Property,Builder_Floor
1800.0,4,Semi-Furnished,1.0,16500000,Ready_to_move,Resale,Apartment
1300.0,2,Semi-Furnished,2.0,16000000,Ready_to_move,Resale,Apartment
1500.0,3,Unfurnished,4.0,6000000,Ready_to_move,Resale,Builder_Floor
540.0,1,Unfurnished,1.0,3000000,Ready_to_move,Resale,Builder_Floor
405.0,2,Semi-Furnished,1.0,3950000,Ready_to_move,Resale,Apartment
2700.0,4,Unfurnished,2.0,36500000,Ready_to_move,Resale,Builder_Floor
445.0,2,Semi-Furnished,1.0,2800000,Ready_to_move,New_Property,Apartment
2200.0,4,Semi-Furnished,2.0,47500000,Ready_to_move,New_Property,Builder_Floor
1600.0,3,Semi-Furnished,1.0,30000000,Ready_to_move,New_Property,Builder_Floor
540.0,2,Semi-Furnished,1.0,3000000,Ready_to_move,New_Property,Apartment
2430.0,4,Furnished,5.0,30000000,Ready_to_move,Resale,Builder_Floor
2700.0,4,Semi-Furnished,2.0,43500000,Ready_to_move,New_Property,Builder_Floor
1350.0,3,Semi-Furnished,1.0,21000000,Ready_to_move,Resale,Builder_Floor
1550.0,3,Semi-Furnished,1.0,13200000,Ready_to_move,Resale,Apartment
875.0,3,Semi-Furnished,3.0,17500000,Ready_to_move,New_Property,Builder_Floor
1500.0,3,Semi-Furnished,1.0,7000000,Ready_to_move,New_Property,Builder_Floor
1150.0,3,Semi-Furnished,1.0,6300000,Ready_to_move,Resale,Builder_Floor
2250.0,3,,,10000000,Ready_to_move,Resale,
1400.0,3,Furnished,1.0,15000000,Ready_to_move,Resale,Apartment
980.0,2,Semi-Furnished,2.0,13800000,Ready_to_move,Resale,Apartment
1400.0,3,Semi-Furnished,2.0,17500000,Ready_to_move,Resale,Apartment
800.0,2,Semi-Furnished,1.0,7500000,Ready_to_move,Resale,Apartment
850.0,2,Semi-Furnished,2.0,14600000,Ready_to_move,Resale,Builder_Floor
810.0,2,Unfurnished,4.0,4500000,Ready_to_move,Resale,Apartment
1044.0983,3,Unfurnished,1.0,6000000,Ready_to_move,Resale,Builder_Floor
1450.0,3,Semi-Furnished,1.0,45000000,Ready_to_move,New_Property,Builder_Floor
1000.0,2,Furnished,1.0,5000000,Ready_to_move,Resale,Builder_Floor
1150.0,2,Furnished,2.0,13600000,Ready_to_move,Resale,Apartment
1590.0,3,Unfurnished,2.0,25000000,Ready_to_move,New_Property,Apartment
8000.0,4,Semi-Furnished,1.0,240000000,Ready_to_move,New_Property,Builder_Floor
450.0,2,Semi-Furnished,1.0,5000000,Ready_to_move,Resale,Builder_Floor
800.0,2,Semi-Furnished,1.0,3000000,Ready_to_move,New_Property,Builder_Floor
405.0,1,Semi-Furnished,1.0,1600000,Ready_to_move,Resale,Apartment
1600.0,3,Unfurnished,2.0,29500000,Ready_to_move,Resale,Builder_Floor
1700.0,3,Furnished,1.0,16500000,Ready_to_move,Resale,Apartment
2907.0,4,Semi-Furnished,1.0,30000000,Ready_to_move,Resale,Apartment
2650.0,4,Furnished,2.0,52500000,Ready_to_move,Resale,Apartment
1400.0,3,Unfurnished,1.0,24500000,Ready_to_move,Resale,Builder_Floor
2000.0,4,Furnished,1.0,31500000,Ready_to_move,Resale,Apartment
450.0,2,Semi-Furnished,2.0,2700000,Ready_to_move,New_Property,Builder_Floor
7200.0,4,Semi-Furnished,2.0,120000000,Ready_to_move,Resale,Builder_Floor
1500.0,3,Furnished,1.0,16200000,Ready_to_move,Resale,Apartment
1050.0,3,Unfurnished,2.0,5600000,Ready_to_move,New_Property,Builder_Floor
1080.0,3,Unfurnished,5.0,6000000,Ready_to_move,New_Property,Apartment
1076.39,3,Unfurnished,10.0,9300000,Ready_to_move,Resale,Builder_Floor
1500.0,3,Semi-Furnished,2.0,26000000,Ready_to_move,New_Property,Builder_Floor
400.0,2,Furnished,1.0,9000000,Ready_to_move,Resale,Builder_Floor
700.0,2,Semi-Furnished,1.0,3800000,Ready_to_move,New_Property,Builder_Floor
390.0,1,Unfurnished,39.0,2000000,Ready_to_move,Resale,Apartment
1000.0,3,Semi-Furnished,1.0,7000000,Ready_to_move,New_Property,Builder_Floor
2500.0,4,Semi-Furnished,1.0,15000000,Ready_to_move,New_Property,Apartment
1500.0,3,Semi-Furnished,1.0,40000000,Ready_to_move,Resale,Builder_Floor
650.0,2,Semi-Furnished,1.0,6200000,Ready_to_move,New_Property,Builder_Floor
378.0,1,Unfurnished,1.0,3200000,Ready_to_move,Resale,Apartment
1500.0,3,Semi-Furnished,4.0,37500000,Ready_to_move,New_Property,Builder_Floor
1600.0,3,Unfurnished,2.0,30000000,Ready_to_move,New_Property,Builder_Floor
4500.0,4,Semi-Furnished,2.0,70000000,Ready_to_move,Resale,Builder_Floor
1400.0,3,Semi-Furnished,2.0,26000000,Ready_to_move,Resale,Builder_Floor
200.0,1,Semi-Furnished,1.0,7000000,Ready_to_move,Resale,Apartment
2200.0,3,Semi-Furnished,1.0,43100000,Ready_to_move,New_Property,Apartment
1800.0,3,Semi-Furnished,2.0,63000000,Almost_ready,New_Property,Apartment
1100.0,3,Unfurnished,1.0,8500000,Ready_to_move,Resale,Builder_Floor
370.0,1,Unfurnished,2.0,2400000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Semi-Furnished,2.0,21000000,Ready_to_move,Resale,Apartment
1000.0,3,Furnished,1.0,5650000,Ready_to_move,Resale,Builder_Floor
70.0,1,Unfurnished,1.0,4500000,Ready_to_move,Resale,Apartment
1400.0,3,Unfurnished,1.0,11000000,Ready_to_move,Resale,Apartment
800.0,3,Semi-Furnished,2.0,3800000,Ready_to_move,Resale,Builder_Floor
900.0,2,Unfurnished,1.0,11000000,Ready_to_move,Resale,Builder_Floor
1500.0,3,Semi-Furnished,2.0,26000000,Ready_to_move,New_Property,Builder_Floor
2100.0,3,Semi-Furnished,1.0,25000000,Ready_to_move,Resale,Builder_Floor
1100.0,2,Unfurnished,1.0,16300000,Ready_to_move,Resale,Apartment
1000.0,3,Semi-Furnished,2.0,19500000,Ready_to_move,Resale,Apartment
2090.0,3,Semi-Furnished,2.0,44000000,Ready_to_move,Resale,Apartment
2925.0,4,Unfurnished,2.0,57500000,Ready_to_move,New_Property,Builder_Floor
540.0,2,Unfurnished,2.0,1500000,Ready_to_move,Resale,Builder_Floor
1400.0,4,Furnished,2.0,17800000,Ready_to_move,Resale,Apartment
1600.0,3,Unfurnished,1.0,60000000,Almost_ready,New_Property,Apartment
405.0,1,Unfurnished,1.0,1500000,Ready_to_move,Resale,Apartment
720.0,6,Furnished,1.0,22000000,Ready_to_move,Resale,Builder_Floor
4500.0,4,Semi-Furnished,2.0,70000000,Ready_to_move,New_Property,Builder_Floor
875.0,2,Unfurnished,1.0,15000000,Ready_to_move,New_Property,Builder_Floor
1100.0,2,Semi-Furnished,2.0,24000000,Ready_to_move,Resale,Apartment
379.0,1,Unfurnished,1.0,1600000,Ready_to_move,Resale,Builder_Floor
1800.0,4,Semi-Furnished,1.0,16500000,Ready_to_move,Resale,Apartment
