Area,BHK,Furnishing,Parking,Price,Status,Transaction,Type
360.0,1,Semi-Furnished,1.0,1700000,Ready_to_move,New_Property,Builder_Floor
750.0,3,Furnished,2.0,13500000,Ready_to_move,Resale,Apartment
1775.0,3,Semi-Furnished,1.0,25500000,Almost_ready,New_Property,Apartment
846.0,2,Unfurnished,1.0,3300000,Ready_to_move,New_Property,Apartment
650.0,2,Semi-Furnished,1.0,6000000,Ready_to_move,Resale,Builder_Floor
3100.0,5,Semi-Furnished,3.0,65000000,Ready_to_move,Resale,Apartment
1450.0,3,Semi-Furnished,2.0,30000000,Ready_to_move,New_Property,Builder_Floor
1250.0,3,Semi-Furnished,1.0,6500000,Ready_to_move,Resale,Apartment
3000.0,4,Semi-Furnished,4.0,74500000,Ready_to_move,New_Property,Builder_Floor
1550.0,4,Semi-Furnished,1.0,13000000,Ready_to_move,New_Property,Builder_Floor
855.0,2,Semi-Furnished,1.0,4000000,Ready_to_move,Resale,Builder_Floor
5220.0,5,Unfurnished,2.0,65000000,Ready_to_move,Resale,Builder_Floor
729.0,2,Semi-Furnished,1.0,4800000,Ready_to_move,Resale,Builder_Floor
1125.0,2,Unfurnished,2.0,8100000,Ready_to_move,Resale,Builder_Floor
450.0,1,Unfurnished,1.0,1700000,Ready_to_move,New_Property,Builder_Floor
360.0,2,Semi-Furnished,1.0,2200000,Ready_to_move,New_Property,Apartment
450.0,2,Semi-Furnished,1.0,3500000,Ready_to_move,Resale,Builder_Floor
700.0,2,Semi-Furnished,1.0,2600000,Ready_to_move,Resale,Builder_Floor
800.0,2,Semi-Furnished,2.0,7500000,Ready_to_move,Resale,Apartment
1550.0,3,Unfurnished,2.0,27500000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Unfurnished,1.0,25000000,Ready_to_move,Resale,Apartment
950.0,3,Semi-Furnished,1.0,7600000,Ready_to_move,New_Property,Builder_Floor
2500.0,3,Semi-Furnished,2.0,50000000,Ready_to_move,Resale,Apartment
405.0,1,Semi-Furnished,,1500000,Ready_to_move,New_Property,Apartment
1155.0,2,Semi-Furnished,1.0,18500000,Ready_to_move,Resale,Builder_Floor
2400.0,4,Unfurnished,1.0,65000000,Ready_to_move,Resale,Builder_Floor
1501.0,3,Semi-Furnished,1.0,20000000,Almost_ready,Resale,Apartment
800.0,2,Semi-Furnished,1.0,4400000,Ready_to_move,New_Property,Apartment
945.0,2,Unfurnished,5.0,6500000,Ready_to_move,Resale,Apartment
540.0,2,Semi-Furnished,1.0,3300000,Ready_to_move,New_Property,Apartment
900.0,3,Semi-Furnished,1.0,4000000,Ready_to_move,Resale,Builder_Floor
1600.0,3,Semi-Furnished,1.0,15800000,Ready_to_move,Resale,Apartment
2105.0,3,Unfurnished,3.0,42100000,Ready_to_move,Resale,Apartment
950.0,3,Unfurnished,1.0,5000000,Ready_to_move,Resale,Builder_Floor
750.0,2,Semi-Furnished,2.0,6500000,Ready_to_move,New_Property,Apartment
1600.0,3,Unfurnished,1.0,22500000,Ready_to_move,Resale,Builder_Floor
594.0,2,Semi-Furnished,1.0,6500000,Ready_to_move,Resale,Apartment
1600.0,3,Semi-Furnished,2.0,26000000,Ready_to_move,Resale,Builder_Floor
1400.0,2,Unfurnished,3.0,28600000,Ready_to_move,Resale,Apartment
2175.0,4,Unfurnished,1.0,44000000,Ready_to_move,Resale,Apartment
1459.0,3,Semi-Furnished,1.0,14200000,Ready_to_move,Resale,Apartment
1800.0,3,Semi-Furnished,,37500000,Ready_to_move,New_Property,Builder_Floor
2520.0,3,Unfurnished,,47500000,Ready_to_move,New_Property,Builder_Floor
1200.0,3,Furnished,2.0,13500000,Ready_to_move,Resale,Apartment
650.0,2,Semi-Furnished,1.0,2500000,Ready_to_move,Resale,Builder_Floor
1100.0,4,Semi-Furnished,1.0,17000000,Ready_to_move,New_Property,Builder_Floor
1575.0,3,Semi-Furnished,1.0,25500000,Ready_to_move,New_Property,Builder_Floor
900.0,3,Semi-Furnished,1.0,6000000,Almost_ready,New_Property,Builder_Floor
8150.0,4,Unfurnished,4.0,170000000,Ready_to_move,New_Property,Builder_Floor
576.0,2,Unfurnished,1.0,5000000,Ready_to_move,Resale,Apartment
1400.0,3,Semi-Furnished,1.0,30000000,Ready_to_move,New_Property,Builder_Floor
1070.0,2,Semi-Furnished,1.0,18000000,Ready_to_move,New_Property,Builder_Floor
680.0,2,Semi-Furnished,1.0,4400000,Ready_to_move,New_Property,Apartment
1400.0,3,Semi-Furnished,2.0,32500000,Ready_to_move,New_Property,Builder_Floor
2097.0,3,Unfurnished,,29000000,Ready_to_move,Resale,Builder_Floor
540.0,2,Semi-Furnished,1.0,3600000,Ready_to_move,New_Property,Builder_Floor
780.0,2,Unfurnished,1.0,8770000,Ready_to_move,Resale,Builder_Floor
350.0,1,Semi-Furnished,1.0,2300000,Ready_to_move,New_Property,Builder_Floor
1350.0,4,Unfurnished,2.0,9500000,Ready_to_move,Resale,Apartment
1000.0,3,Semi-Furnished,1.0,5510000,Almost_ready,New_Property,Builder_Floor
1512.0,2,Furnished,1.0,22000000,Ready_to_move,Resale,Builder_Floor
1250.0,3,Unfurnished,1.0,5800000,Ready_to_move,New_Property,Builder_Floor
900.0,2,Semi-Furnished,1.0,13500000,Ready_to_move,New_Property,Apartment
1800.0,4,Furnished,2.0,12000000,Ready_to_move,New_Property,Apartment
1350.0,3,Unfurnished,1.0,23500000,Ready_to_move,Resale,Apartment
950.0,2,Furnished,1.0,12500000,Ready_to_move,Resale,Apartment
1800.0,4,Furnished,,17500000,Ready_to_move,Resale,Builder_Floor
550.0,2,Unfurnished,2.0,3600000,Ready_to_move,New_Property,Builder_Floor
850.0,2,Semi-Furnished,1.0,11500000,Ready_to_move,Resale,Builder_Floor
2000.0,4,Furnished,1.0,40000000,Ready_to_move,New_Property,Apartment
75.0,2,Semi-Furnished,1.0,3000000,Ready_to_move,Resale,Builder_Floor
650.0,2,Unfurnished,1.0,3800000,Ready_to_move,Resale,Apartment
850.0,3,Semi-Furnished,1.0,6500000,Ready_to_move,New_Property,Builder_Floor
550.0,2,Semi-Furnished,1.0,4500000,Ready_to_move,New_Property,Builder_Floor
1350.0,3,,,25000000,Ready_to_move,Resale,
1000.0,3,Semi-Furnished,1.0,22000000,Ready_to_move,New_Property,Builder_Floor
1600.0,3,Semi-Furnished,1.0,13500000,Ready_to_move,New_Property,Apartment
3000.0,4,Semi-Furnished,3.0,75000000,Ready_to_move,New_Property,Builder_Floor
65.0,3,Semi-Furnished,,35000000,Ready_to_move,New_Property,Apartment
2700.0,4,Furnished,1.0,27500000,Ready_to_move,Resale,Apartment
1280.0,3,Furnished,2.0,15000000,Ready_to_move,Resale,Builder_Floor
540.0,1,Unfurnished,1.0,1700000,Ready_to_move,Resale,Builder_Floor
1450.0,3,Semi-Furnished,2.0,15500000,Ready_to_move,New_Property,Apartment
750.0,2,Semi-Furnished,1.0,5000000,Ready_to_move,New_Property,Apartment
900.0,2,Semi-Furnished,,8000000,Ready_to_move,Resale,Apartment
1200.0,3,Semi-Furnished,1.0,15500000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Unfurnished,1.0,26000000,Ready_to_move,New_Property,Builder_Floor
1250.0,2,Semi-Furnished,1.0,19000000,Ready_to_move,Resale,Builder_Floor
700.0,2,Semi-Furnished,1.0,3000000,Ready_to_move,New_Property,Builder_Floor
1450.0,3,Semi-Furnished,1.0,22500000,Ready_to_move,Resale,Builder_Floor
5025.0,5,Unfurnished,4.0,170000000,Almost_ready,New_Property,Builder_Floor
800.0,3,Semi-Furnished,1.0,7000000,Ready_to_move,Resale,Builder_Floor
2799.0,4,Semi-Furnished,2.0,43000000,Ready_to_move,New_Property,Builder_Floor
2066.0,4,Unfurnished,2.0,60000000,Almost_ready,New_Property,Builder_Floor
1800.0,3,Unfurnished,3.0,21100000,Ready_to_move,Resale,Builder_Floor
2100.0,4,Semi-Furnished,1.0,56000000,Ready_to_move,New_Property,Builder_Floor
450.0,2,Semi-Furnished,1.0,3500000,Ready_to_move,Resale,Builder_Floor
850.0,2,Semi-Furnished,1.0,2940000,Almost_ready,New_Property,Apartment
810.0,2,Semi-Furnished,1.0,8910000,Ready_to_move,Resale,Builder_Floor
900.0,3,Semi-Furnished,1.0,9000000,Ready_to_move,New_Property,Builder_Floor
2200.0,4,Semi-Furnished,2.0,23500000,Ready_to_move,Resale,Apartment
900.0,2,Unfurnished,2.0,5500000,Ready_to_move,New_Property,Builder_Floor
1200.0,3,Unfurnished,1.0,22000000,Ready_to_move,New_Property,Builder_Floor
1815.0,3,Semi-Furnished,2.0,32500000,Ready_to_move,Resale,Apartment
1600.0,3,Unfurnished,1.0,16200000,Ready_to_move,Resale,Apartment
1100.0,3,Semi-Furnished,1.0,6000000,Ready_to_move,New_Property,Builder_Floor
2300.0,4,Semi-Furnished,3.0,46500000,Ready_to_move,New_Property,Apartment
1350.0,3,Semi-Furnished,2.0,21000000,Ready_to_move,Resale,Apartment
900.0,2,Semi-Furnished,1.0,3500000,Ready_to_move,New_Property,Builder_Floor
444.0,2,Unfurnished,1.0,2000000,Ready_to_move,Resale,Apartment
1000.0,2,Semi-Furnished,1.0,6700000,Ready_to_move,Resale,Apartment
1250.0,3,Unfurnished,2.0,8500000,Almost_ready,New_Property,Builder_Floor
1450.0,3,Semi-Furnished,2.0,15000000,Ready_to_move,New_Property,Apartment
350.0,1,Unfurnished,39.0,3000000,Ready_to_move,Resale,Apartment
900.0,3,Semi-Furnished,1.0,6200000,Ready_to_move,Resale,Apartment
450.0,2,Unfurnished,1.0,3600000,Ready_to_move,Resale,Builder_Floor
1600.0,3,Semi-Furnished,2.0,20000000,Ready_to_move,Resale,Apartment
450.0,2,,,2900000,Ready_to_move,Resale,
1200.0,2,Semi-Furnished,2.0,17500000,Ready_to_move,Resale,Apartment
2880.0,4,Unfurnished,1.0,46000000,Ready_to_move,New_Property,Builder_Floor
900.0,3,Semi-Furnished,1.0,12500000,Ready_to_move,New_Property,Builder_Floor
1640.0,3,Unfurnished,1.0,12000000,Ready_to_move,Resale,Apartment
1143.0,3,Unfurnished,2.0,22000000,Ready_to_move,New_Property,Builder_Floor
810.0,3,Semi-Furnished,1.0,4500000,Ready_to_move,Resale,Builder_Floor
1000.0,3,Semi-Furnished,1.0,6200000,Ready_to_move,New_Property,Builder_Floor
850.0,3,Semi-Furnished,1.0,7000000,Ready_to_move,New_Property,Builder_Floor
1050.0,2,Unfurnished,1.0,9000000,Ready_to_move,Resale,Apartment
985.0,3,Unfurnished,1.0,6800000,Almost_ready,New_Property,Builder_Floor
1260.0,3,Semi-Furnished,1.0,7000000,Ready_to_move,Resale,Builder_Floor
1400.0,3,Semi-Furnished,2.0,25000000,Ready_to_move,New_Property,Apartment
4200.0,5,Semi-Furnished,2.0,135500000,Ready_to_move,New_Property,Builder_Floor
50.0,1,Semi-Furnished,1.0,3500000,Ready_to_move,New_Property,Apartment
1250.0,2,Semi-Furnished,2.0,17500000,Ready_to_move,Resale,Apartment
500.0,1,Unfurnished,39.0,1800000,Ready_to_move,Resale,Apartment
900.0,3,Semi-Furnished,1.0,6800000,Ready_to_move,New_Property,Builder_Floor
1580.0,3,Furnished,1.0,21000000,Ready_to_move,Resale,Apartment
2970.0,7,Furnished,1.0,26500000,Ready_to_move,Resale,Builder_Floor
1600.0,3,Semi-Furnished,2.0,33500000,Ready_to_move,New_Property,Builder_Floor
2550.0,4,Unfurnished,1.0,60000000,Ready_to_move,Resale,Builder_Floor
900.0,2,Furnished,1.0,11000000,Ready_to_move,Resale,Apartment
1100.0,2,Semi-Furnished,3.0,16500000,Ready_to_move,Resale,Apartment
1800.0,3,Semi-Furnished,1.0,15500000,Ready_to_move,Resale,Apartment
125.0,3,Semi-Furnished,2.0,11500000,Ready_to_move,New_Property,Builder_Floor
900.0,2,Unfurnished,2.0,15000000,Ready_to_move,Resale,Apartment
1500.0,3,Semi-Furnished,1.0,28500000,Ready_to_move,New_Property,Builder_Floor
1700.0,3,Unfurnished,2.0,30000000,Ready_to_move,New_Property,Builder_Floor
1387.0,4,Unfurnished,1.0,5890000,Ready_to_move,New_Property,Apartment
2340.0,4,Semi-Furnished,1.0,26000000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Semi-Furnished,1.0,26000000,Ready_to_move,New_Property,Builder_Floor
1200.0,4,Semi-Furnished,1.0,6800000,Ready_to_move,New_Property,Builder_Floor
1450.0,2,Unfurnished,1.0,7000000,Ready_to_move,Resale,Apartment
720.0,2,Unfurnished,2.0,4700000,Ready_to_move,Resale,Builder_Floor
3050.0,5,Semi-Furnished,,62500000,Ready_to_move,Resale,Apartment
600.0,1,Unfurnished,2.0,7000000,Ready_to_move,New_Property,Apartment
1600.0,4,Semi-Furnished,1.0,13000000,Ready_to_move,New_Property,Apartment
900.0,2,Semi-Furnished,1.0,8500000,Ready_to_move,Resale,Apartment
1350.0,3,Semi-Furnished,1.0,25000000,Ready_to_move,New_Property,Builder_Floor
1000.0,3,Semi-Furnished,1.0,5500000,Ready_to_move,New_Property,Apartment
1350.0,3,Semi-Furnished,1.0,12000000,Ready_to_move,Resale,Apartment
300.0,1,Semi-Furnished,1.0,1900000,Ready_to_move,New_Property,Apartment
236.8058,1,Unfurnished,1.0,2000000,Ready_to_move,Resale,Apartment
3690.0,4,Semi-Furnished,3.0,79000000,Almost_ready,New_Property,Builder_Floor
1000.0,2,Unfurnished,1.0,15000000,Ready_to_move,Resale,Builder_Floor
1800.0,3,Semi-Furnished,2.0,22500000,Ready_to_move,Resale,Apartment
900.0,3,Semi-Furnished,1.0,2800000,Ready_to_move,New_Property,Builder_Floor
1710.0,3,Semi-Furnished,4.0,26000000,Ready_to_move,New_Property,Builder_Floor
450.0,2,Semi-Furnished,1.0,3800000,Ready_to_move,New_Property,Builder_Floor
450.0,1,Unfurnished,1.0,1650000,Ready_to_move,Resale,Apartment
4500.0,4,Semi-Furnished,2.0,75000000,Ready_to_move,New_Property,Builder_Floor
900.0,2,Furnished,1.0,9000000,Ready_to_move,Resale,Builder_Floor
1200.0,2,Furnished,2.0,18500000,Ready_to_move,Resale,Apartment
312.0,4,Furnished,1.0,35000000,Ready_to_move,Resale,Apartment
450.0,1,Semi-Furnished,1.0,2100000,Ready_to_move,New_Property,Builder_Floor
540.0,2,Semi-Furnished,1.0,3300000,Ready_to_move,New_Property,Apartment
1470.0,3,Semi-Furnished,1.0,14500000,Ready_to_move,Resale,Apartment
750.0,2,Semi-Furnished,1.0,5000000,Ready_to_move,New_Property,Apartment
1600.0,3,Unfurnished,2.0,26000000,Ready_to_move,Resale,Builder_Floor
1800.0,4,Semi-Furnished,1.0,21500000,Ready_to_move,Resale,Apartment
350.0,1,Unfurnished,1.0,3000000,Ready_to_move,Resale,Apartment
1800.0,3,Furnished,1.0,27500000,Ready_to_move,Resale,Builder_Floor
900.0,3,Unfurnished,1.0,12000000,Ready_to_move,Resale,Builder_Floor
2500.0,4,Semi-Furnished,3.0,42500000,Ready_to_move,Resale,Apartment
1500.0,3,Unfurnished,1.0,26500000,Ready_to_move,New_Property,Apartment
360.0,2,Unfurnished,1.0,1550000,Ready_to_move,New_Property,Builder_Floor
1380.0,3,Semi-Furnished,1.0,15000000,Ready_to_move,Resale,Apartment
1300.0,3,Unfurnished,2.0,19000000,Ready_to_move,Resale,Apartment
1300.0,3,Furnished,1.0,9200000,Ready_to_move,Resale,Apartment
800.0,3,Unfurnished,1.0,12000000,Ready_to_move,Resale,Builder_Floor
1900.0,3,Furnished,1.0,25000000,Ready_to_move,Resale,Apartment
2700.0,4,Semi-Furnished,2.0,100000000,Ready_to_move,New_Property,Builder_Floor
1150.0,2,Unfurnished,1.0,16500000,Ready_to_move,Resale,Apartment
900.0,3,Semi-Furnished,1.0,4900000,Ready_to_move,New_Property,Builder_Floor
1850.0,3,Semi-Furnished,1.0,15500000,Ready_to_move,Resale,Apartment
550.0,2,Semi-Furnished,2.0,1600000,Ready_to_move,Resale,Apartment
2100.0,3,Semi-Furnished,2.0,25000000,Ready_to_move,Resale,Builder_Floor
2300.0,5,Semi-Furnished,3.0,58000000,Ready_to_move,Resale,Apartment
1550.0,3,Semi-Furnished,1.0,38000000,Ready_to_move,New_Property,Builder_Floor
2250.0,4,Semi-Furnished,2.0,50000000,Ready_to_move,New_Property,Builder_Floor
380.0,1,Unfurnished,1.0,2200000,Ready_to_move,Resale,Builder_Floor
900.0,2,Semi-Furnished,1.0,6700000,Ready_to_move,Resale,Apartment
1350.0,3,Unfurnished,1.0,19000000,Ready_to_move,Resale,Builder_Floor
1150.0,2,Semi-Furnished,2.0,10800000,Ready_to_move,Resale,Apartment
450.0,1,Semi-Furnished,1.0,3000000,Ready_to_move,Resale,Builder_Floor
850.0,2,Semi-Furnished,1.0,1900000,Ready_to_move,New_Property,Apartment
1710.0,3,Semi-Furnished,1.0,30000000,Ready_to_move,Resale,Builder_Floor
1135.0,3,Furnished,2.0,25000000,Almost_ready,Resale,Apartment
1800.0,3,Unfurnished,1.0,32500000,Ready_to_move,New_Property,Builder_Floor
1150.0,2,Furnished,2.0,12500000,Ready_to_move,Resale,Apartment
550.0,2,Unfurnished,1.0,2300000,Ready_to_move,Resale,Builder_Floor
350.0,1,Semi-Furnished,1.0,1800000,Ready_to_move,Resale,Builder_Floor
345.0,1,Semi-Furnished,1.0,5500000,Ready_to_move,Resale,Builder_Floor
800.0,3,Semi-Furnished,1.0,5500000,Ready_to_move,New_Property,Builder_Floor
540.0,2,Semi-Furnished,1.0,3000000,Ready_to_move,New_Property,Apartment
725.0,2,Furnished,1.0,3000000,Ready_to_move,Resale,Apartment
450.0,1,Furnished,2.0,2200000,Ready_to_move,Resale,Apartment
780.0,3,Semi-Furnished,1.0,4000000,Ready_to_move,New_Property,Builder_Floor
1600.0,3,Unfurnished,1.0,10800000,Ready_to_move,Resale,Builder_Floor
2700.0,4,Unfurnished,2.0,36500000,Ready_to_move,Resale,Builder_Floor
1912.0,3,Semi-Furnished,1.0,27500000,Almost_ready,New_Property,Apartment
1500.0,3,Semi-Furnished,1.0,14900000,Ready_to_move,Resale,Apartment
585.0,2,Unfurnished,2.0,7000000,Ready_to_move,Resale,Apartment
1500.0,3,Semi-Furnished,1.0,12000000,Ready_to_move,Resale,Apartment
1200.0,3,Furnished,2.0,13500000,Ready_to_move,Resale,Apartment
3400.0,5,Semi-Furnished,3.0,70000000,Ready_to_move,New_Property,Apartment
2200.0,3,Unfurnished,1.0,30000000,Ready_to_move,Resale,Builder_Floor
825.0,3,Semi-Furnished,1.0,5990000,Ready_to_move,New_Property,Builder_Floor
805.0,2,Unfurnished,1.0,4000000,Ready_to_move,Resale,Builder_Floor
1800.0,4,Semi-Furnished,2.0,55000000,Ready_to_move,Resale,Builder_Floor
861.112,2,Furnished,2.0,5000000,Ready_to_move,Resale,Builder_Floor
1250.0,2,Furnished,2.0,15000000,Ready_to_move,Resale,Apartment
450.0,1,Unfurnished,,3300000,Ready_to_move,Resale,Apartment
950.0,3,Semi-Furnished,,7090000,Almost_ready,New_Property,Builder_Floor
700.0,3,Semi-Furnished,1.0,4700000,Ready_to_move,New_Property,Apartment
900.0,2,Furnished,2.0,12500000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Unfurnished,1.0,18500000,Ready_to_move,Resale,Apartment
1650.0,3,Semi-Furnished,1.0,30000000,Ready_to_move,Resale,Builder_Floor
3150.0,4,Semi-Furnished,3.0,61500000,Ready_to_move,New_Property,Builder_Floor
1200.0,3,Semi-Furnished,1.0,15500000,Ready_to_move,Resale,Apartment
800.0,3,Semi-Furnished,1.0,5400000,Ready_to_move,Resale,Builder_Floor
4500.0,4,Semi-Furnished,1.0,70000000,Ready_to_move,New_Property,Builder_Floor
765.0,3,Semi-Furnished,1.0,3800000,Ready_to_move,Resale,Builder_Floor
1000.0,3,Unfurnished,1.0,4620000,Ready_to_move,New_Property,Apartment
600.0,2,Semi-Furnished,1.0,4700000,Ready_to_move,Resale,Builder_Floor
1400.0,2,Unfurnished,1.0,16500000,Ready_to_move,Resale,Apartment
600.0,1,Unfurnished,2.0,7000000,Ready_to_move,New_Property,Apartment
1214.0,2,Furnished,1.0,12600000,Ready_to_move,Resale,Apartment
1400.0,3,Unfurnished,1.0,19000000,Ready_to_move,Resale,Apartment
1750.0,4,Unfurnished,1.0,29000000,Ready_to_move,New_Property,Apartment
1050.0,3,Unfurnished,1.0,3700000,Ready_to_move,New_Property,Apartment
344.4448,2,Semi-Furnished,1.0,3310000,Ready_to_move,Resale,Builder_Floor
2282.0,4,Unfurnished,2.0,37500000,Ready_to_move,Resale,Apartment
2700.0,4,Semi-Furnished,1.0,60000000,Ready_to_move,New_Property,Builder_Floor
450.0,2,Semi-Furnished,1.0,2550000,Ready_to_move,New_Property,Builder_Floor
1450.0,3,Semi-Furnished,1.0,11500000,Ready_to_move,New_Property,Apartment
700.0,2,Semi-Furnished,1.0,3500000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Unfurnished,1.0,5130000,Ready_to_move,New_Property,Apartment
630.0,2,Unfurnished,1.0,2800000,Ready_to_move,Resale,Apartment
1470.0,3,Semi-Furnished,2.0,14200000,Ready_to_move,New_Property,Apartment
210.0,1,Semi-Furnished,39.0,2000000,Ready_to_move,New_Property,Apartment
360.0,1,Unfurnished,1.0,2500000,Ready_to_move,Resale,Builder_Floor
1500.0,3,,1.0,13500000,Ready_to_move,Resale,
1150.0,3,Semi-Furnished,2.0,26000000,Ready_to_move,New_Property,Builder_Floor
810.0,2,Semi-Furnished,1.0,14500000,Ready_to_move,Resale,Apartment
600.0,1,Semi-Furnished,1.0,8000000,Ready_to_move,New_Property,Apartment
1350.0,3,Unfurnished,1.0,8500000,Ready_to_move,New_Property,Builder_Floor
2799.0,4,Semi-Furnished,,65000000,Ready_to_move,New_Property,Builder_Floor
979.5149,2,Unfurnished,1.0,24800000,Almost_ready,New_Property,Apartment
350.0,1,Semi-Furnished,1.0,2400000,Ready_to_move,New_Property,Builder_Floor
400.0,1,Furnished,1.0,2000000,Ready_to_move,Resale,Builder_Floor
1550.0,4,Furnished,2.0,17500000,Ready_to_move,Resale,Apartment
495.0,2,Semi-Furnished,1.0,2150000,Ready_to_move,New_Property,Builder_Floor
1400.0,3,Unfurnished,1.0,19000000,Ready_to_move,Resale,Apartment
3500.0,4,Furnished,3.0,75100000,Ready_to_move,New_Property,Builder_Floor
2000.0,4,Semi-Furnished,1.0,25000000,Ready_to_move,Resale,Apartment
1252.0,2,Semi-Furnished,1.0,18500000,Almost_ready,New_Property,Apartment
1017.0,3,Semi-Furnished,1.0,22000000,Ready_to_move,New_Property,Apartment
1100.0,2,Semi-Furnished,1.0,12500000,Ready_to_move,Resale,Apartment
1150.0,3,Semi-Furnished,1.0,10000000,Ready_to_move,New_Property,Builder_Floor
750.0,2,Unfurnished,1.0,13600000,Ready_to_move,New_Property,Builder_Floor
765.0,3,Unfurnished,1.0,3700000,Ready_to_move,Resale,Builder_Floor
45.0,4,Unfurnished,1.0,5500000,Ready_to_move,New_Property,Builder_Floor
1000.0,2,Semi-Furnished,1.0,7500000,Ready_to_move,Resale,Apartment
1450.0,3,Semi-Furnished,2.0,37500000,Ready_to_move,New_Property,Builder_Floor
990.0,3,Furnished,1.0,5000000,Ready_to_move,Resale,Builder_Floor
1500.0,3,Semi-Furnished,1.0,20500000,Ready_to_move,Resale,Apartment
900.0,2,Semi-Furnished,1.0,3100000,Ready_to_move,Resale,Builder_Floor
1800.0,4,Semi-Furnished,2.0,65000000,Ready_to_move,New_Property,Builder_Floor
660.0,2,Semi-Furnished,1.0,5000000,Ready_to_move,Resale,Builder_Floor
558.0,2,Unfurnished,1.0,2900000,Ready_to_move,New_Property,Builder_Floor
1078.0,3,Unfurnished,1.0,15500000,Ready_to_move,New_Property,Builder_Floor
900.0,3,Semi-Furnished,1.0,6000000,Ready_to_move,Resale,Builder_Floor
405.0,2,Furnished,1.0,6200000,Ready_to_move,Resale,Builder_Floor
990.0,4,Unfurnished,1.0,7200000,Almost_ready,New_Property,Builder_Floor
850.0,2,Semi-Furnished,1.0,11000000,Ready_to_move,Resale,Apartment
1480.0,3,Furnished,1.0,15800000,Ready_to_move,Resale,Apartment
1100.0,2,Unfurnished,2.0,15000000,Ready_to_move,Resale,Apartment
500.0,1,Semi-Furnished,1.0,2100000,Ready_to_move,Resale,Apartment
2050.0,4,Semi-Furnished,2.0,52100000,Ready_to_move,New_Property,Apartment
2300.0,4,Semi-Furnished,1.0,102500000,Ready_to_move,New_Property,Builder_Floor
2126.0,3,Semi-Furnished,2.0,39000000,Ready_to_move,Resale,Apartment
1000.0,3,Furnished,1.0,9500000,Ready_to_move,Resale,Apartment
380.0,1,Semi-Furnished,1.0,2200000,Ready_to_move,New_Property,Apartment
1100.0,2,Semi-Furnished,1.0,9500000,Ready_to_move,Resale,Apartment
1500.0,3,Unfurnished,1.0,26500000,Ready_to_move,New_Property,Apartment
540.0,5,,,17000000,Ready_to_move,Resale,
810.0,3,Semi-Furnished,1.0,7500000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Furnished,1.0,24000000,Ready_to_move,New_Property,Apartment
600.0,2,Semi-Furnished,1.0,3000000,Ready_to_move,Resale,Apartment
1500.0,3,Unfurnished,1.0,14000000,Ready_to_move,Resale,Apartment
2100.0,4,Semi-Furnished,2.0,56000000,Ready_to_move,New_Property,Builder_Floor
900.0,3,Semi-Furnished,5.0,4500000,Ready_to_move,Resale,Builder_Floor
1100.0,2,Unfurnished,1.0,15500000,Ready_to_move,Resale,Apartment
900.0,2,Semi-Furnished,2.0,6500000,Ready_to_move,Resale,Apartment
1440.0,3,Semi-Furnished,3.0,26000000,Ready_to_move,New_Property,Builder_Floor
800.0,2,Unfurnished,1.0,6000000,Ready_to_move,Resale,Builder_Floor
1500.0,3,Unfurnished,2.0,45000000,Ready_to_move,Resale,Builder_Floor
810.0,3,Semi-Furnished,1.0,9000000,Ready_to_move,Resale,Builder_Floor
1300.0,3,Semi-Furnished,1.0,4400000,Ready_to_move,New_Property,Builder_Floor
2430.0,4,Furnished,1.0,25000000,Ready_to_move,Resale,Builder_Floor
900.0,3,Semi-Furnished,1.0,9000000,Ready_to_move,Resale,Builder_Floor
900.0,2,Semi-Furnished,2.0,13400000,Ready_to_move,New_Property,Builder_Floor
900.0,2,Semi-Furnished,2.0,3800000,Ready_to_move,Resale,Apartment
1440.0,3,Unfurnished,2.0,24500000,Ready_to_move,Resale,Builder_Floor
400.0,1,Semi-Furnished,1.0,1850000,Ready_to_move,New_Property,Builder_Floor
750.0,1,Semi-Furnished,1.0,6400000,Ready_to_move,Resale,Builder_Floor
1200.0,3,Semi-Furnished,1.0,22200000,Ready_to_move,New_Property,Builder_Floor
1750.0,4,Unfurnished,1.0,29000000,Ready_to_move,New_Property,Apartment
800.0,2,Unfurnished,1.0,14000000,Ready_to_move,New_Property,Builder_Floor
1200.0,3,Semi-Furnished,1.0,14500000,Ready_to_move,Resale,Builder_Floor
1350.0,3,Unfurnished,2.0,20000000,Ready_to_move,Resale,Apartment
1000.0,2,Semi-Furnished,1.0,7800000,Ready_to_move,Resale,Apartment
565.0,2,Unfurnished,1.0,3500000,Ready_to_move,Resale,Builder_Floor
4455.0,5,Semi-Furnished,1.0,115000000,Almost_ready,New_Property,Builder_Floor
